,Unnamed: 0,line-num,pred-model,fill-model,premise,hypothesis,mask-filled,token_changes,fill_prob,n_gram,Word2Vec-Score,Bert-Score,gold-label,token-similarity,orig-label,new-label,orig-label-prob,same-label-prob,new-label-prob,label-changed,same-label-prob-diff
5626,5626,280937,mnli-roberta,BartLargeMNLI,"Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping only a remote eye on their country estates.",Urban Malays keep a close eye on their country estates.,Urban Malays keep a remote watch on their country estates.,"('close eye on', 'remote watch on')",9.57%,3,0.9572953255739771,0.9724326133728028,2,0.6594638227293483,contradiction,entailment,0.97,0.01,0.96,True,0.96
5628,5628,280937,mnli-roberta,BartLargeMNLI,"Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping only a remote eye on their country estates.",Urban Malays keep a close eye on their country estates.,Urban Malays keep a remote eye on their country estates. ,"('close eye', 'remote eye ')",10.53%,2,0.978257929087034,0.9821059107780457,2,0.701355124412819,contradiction,entailment,0.88,0.01,0.97,True,0.87
5630,5630,280937,mnli-roberta,BartLargeMNLI,"Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping only a remote eye on their country estates.",Urban Malays keep a close eye on their country estates.,Urban Malays keep a remote eye on their country estates. ,"('a close eye', 'a remote eye ')",10.12%,3,0.978257929087034,0.9821059107780457,2,0.8305064681447734,contradiction,entailment,0.9,0.0,0.98,True,0.9
5637,5637,280937,mnli-roberta,BartLargeMNLI,"Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping only a remote eye on their country estates.",Urban Malays keep a close eye on their country estates.,"Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping a remote eye on their country estates.  Urban Malays keep a close eye on.","('their country estates', 'Farther down, urban Malays form a modern bourgeoisie, cultivating contacts with the Arab Middle East and keeping remote eye their country estates.  on.')",9.66%,3,0.9605760535732736,0.8978314995765686,2,0.7777491378117812,contradiction,entailment,0.87,0.36,0.49,True,0.51
5659,5659,48138,mnli-roberta,BartLargeMNLI,You could even argue that American society in the 1990s is an engine that maximizes consumption yet minimizes satisfaction.,American society in the 1990's was much richer than it is today.  ,American society in the 1990's was much richer than it is. American society in the 1990's was much poorer than it is.,"('today', ""American society in the 1990's was much than it is. poorer"")",9.89%,1,0.9944086167160936,0.9421728253364564,1,0.5865814794708385,neutral,contradiction,0.84,0.0,0.99,True,0.84
5666,5666,123132,mnli-roberta,BartLargeMNLI,He often ignores the camera while he's talking.,He doesn't look at the camera when he speaks., He does occasionally look at the camera when he speaks. ,"(""n't look"", ' does occasionally look')",10.08%,2,0.9916905155976764,0.9700340628623962,0,0.8670552728850008,entailment,neutral,0.96,0.01,0.96,True,0.95
5671,5671,123132,mnli-roberta,BartLargeMNLI,He often ignores the camera while he's talking.,He doesn't look at the camera when he speaks.,"He doesn't look at the camera, but at the audience when he speaks.","('camera', 'at the camera, but audience')",9.64%,1,0.9863354487380248,0.9687446355819702,0,0.638906678723635,entailment,neutral,0.93,0.13,0.87,True,0.8
5673,5673,123132,mnli-roberta,BartLargeMNLI,He often ignores the camera while he's talking.,He doesn't look at the camera when he speaks.,He doesn't look at the camera at all while he speaks.,"('camera when', 'at camera all while')",9.82%,2,0.9884049428658008,0.9778223633766174,0,0.8510814718082843,entailment,neutral,0.95,0.17,0.82,True,0.7799999999999999
5675,5675,123132,mnli-roberta,BartLargeMNLI,He often ignores the camera while he's talking.,He doesn't look at the camera when he speaks.,He doesn't look at the camera at all when he speaks.,"('the camera when', 'at the camera all when')",9.96%,3,0.991649403945658,0.9834811091423036,0,0.9299450593249404,entailment,neutral,0.96,0.4,0.59,True,0.5599999999999999
5680,5680,123132,mnli-roberta,BartLargeMNLI,He often ignores the camera while he's talking.,He doesn't look at the camera when he speaks.,He doesn't look at the camera. He just talks.,"('when he speaks', 'He camera. just talks.')",8.9%,3,0.986358816596262,0.9649778604507446,0,0.7983233405123642,entailment,neutral,0.97,0.47,0.52,True,0.5
5686,5686,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work.","The peninsula is not currently on the take, having faith in hard work.","('The peninsula is', 'The peninsula is not')",10.15%,3,0.9980611500506432,0.9794921875,0,0.9626562762756604,entailment,contradiction,0.98,0.27,0.71,True,0.71
5700,5700,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work.","The peninsula is currently on the take, having been privatized, but it still believes in hard work.","('faith', 'been privatized, but it still believes')",10.48%,1,0.9724789291924508,0.9320255517959596,0,0.5058765925154519,entailment,neutral,0.96,0.0,0.99,True,0.96
5702,5702,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work.","The peninsula is currently on the take, having been taken over by China, but it still believes in hard work.","('faith in', 'been taken over by China, but it still believes in')",10.33%,2,0.9752705017164628,0.918517529964447,0,0.6929816901578,entailment,neutral,0.97,0.0,1.0,True,0.97
5705,5705,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work.","The peninsula is currently on the take, having been taken over by China, but it still believes in work.","('faith in hard', 'been taken over by China, but it still believes in')",9.65%,3,0.9712135689828992,0.9044301509857178,0,0.7679305105729365,entailment,neutral,0.98,0.0,0.99,True,0.98
5709,5709,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work.","The peninsula is currently on the take, having been privatised, but it still believes in hard work.","('faith in hard', 'been privatised, but it still believes in hard')",10.32%,3,0.9704588089230568,0.933706760406494,0,0.7826637779992528,entailment,neutral,0.97,0.0,1.0,True,0.97
5710,5710,202261,mnli-roberta,BartLargeMNLI,"The peninsula may be on the take, but it still believes in hard work.","The peninsula is currently on the take, having faith in hard work."," The peninsula is currently on the take, but it still believes in hard work and faith. ","('in hard work', ' but it still believes in hard work and faith.')",10.25%,3,0.985258939314762,0.9504696130752563,0,0.8739163947546015,entailment,neutral,0.98,0.01,0.99,True,0.97
5721,5721,160566,mnli-roberta,BartLargeMNLI,"In November 1999, the first- ever meeting of all of these programs was held.",The first meeting took place in 1999. ,This is a list of meetings that took place in 1999.,"('The first meeting', 'This is a list of meetings that')",10.16%,3,0.9387881591214136,0.9130423665046692,0,0.8244061617007947,entailment,neutral,0.94,0.31,0.68,True,0.6299999999999999
5737,5737,160566,mnli-roberta,BartLargeMNLI,"In November 1999, the first- ever meeting of all of these programs was held.",The first meeting took place in 1999. ,"The first meeting took place on November 11, 1999.","('place in', 'place on November 11,')",10.05%,2,0.9430658167630802,0.9798893332481384,0,0.6593966990582076,entailment,neutral,0.96,0.01,0.99,True,0.95
5741,5741,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He didn't say a word as he walked into the maze of streets.,"('go', 'say a word as he walked')",10.07%,1,0.9725895228869088,0.93746018409729,2,0.6641954004248477,contradiction,neutral,1.0,0.0,0.99,True,1.0
5742,5742,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He did not look back as he disappeared into the maze of streets.,"(""n't go"", 'did not look back as he disappeared')",9.95%,2,0.9771349097475855,0.9259584546089172,2,0.8228467787564588,contradiction,neutral,1.0,0.0,0.98,True,1.0
5743,5743,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He didn't look back as he walked through the maze of streets.,"('go into', 'look back as he walked through')",10.32%,2,0.9787670476432214,0.9323748350143432,2,0.8296611477465426,contradiction,neutral,1.0,0.01,0.99,True,0.99
5744,5744,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.," He walked up Shaftesbury Avenue, finally turning off into the maze of streets. ","(""didn't go"", ' walked up Shaftesbury Avenue, finally turning off')",10.19%,3,0.9226960808343924,0.9049734473228456,2,0.6425214872778631,contradiction,entailment,1.0,0.01,0.98,True,0.99
5745,5745,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He did not look back as he left the maze of streets.,"(""n't go into"", 'did not look back as he left')",10.09%,3,0.9737966296021944,0.9277490377426147,2,0.8683595496780291,contradiction,neutral,1.0,0.2,0.79,True,0.8
5746,5746,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He didn't like the maze of streets.,"('go into the', 'like the')",10.1%,3,0.9870223556964488,0.9510374665260316,2,0.8713009115340588,contradiction,neutral,0.99,0.13,0.85,True,0.86
5749,5749,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,"He didn't go into the shops, he just walked down the streets.","('maze of', 'the shops, he just walked down')",10.11%,2,0.9623194080741412,0.9314486980438232,2,0.5071744827094044,contradiction,neutral,1.0,0.05,0.82,True,0.95
5750,5750,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,"He didn't go far, but he did go through a lot of streets.","('into the maze', 'go far, but he did through a lot')",9.99%,3,0.9541157056836388,0.91316157579422,2,0.6578970680160774,contradiction,neutral,1.0,0.0,0.95,True,1.0
5757,5757,91086,mnli-roberta,BartLargeMNLI,"Then he walked up Shaftesbury Avenue, finally turning off into the maze of mean streets round Soho.",He didn't go into the maze of streets.,He didn't go into the maze alone.,"('of streets.', 'alone.')",9.89%,3,0.9727273633645508,0.9419881105422974,2,0.6948498651818059,contradiction,neutral,1.0,0.37,0.45,True,0.63
5769,5769,274805,mnli-roberta,BartLargeMNLI,"The third did not and caught Thorn's sword hard in the back, breaking his spine.",The man was disabled after the incident.,The man was able to escape without further incident.,"('disabled after the', 'able to escape without further')",9.98%,3,0.9187669426541528,0.9307174086570741,1,0.6924010279222271,neutral,contradiction,0.99,0.0,1.0,True,0.99
5777,5777,112829,mnli-roberta,BartLargeMNLI,Somalia technically was not a genocide.,There is technically no genocide occurring in Somalia ,There is technically still a genocide occurring in Somalia,"('no genocide', 'still a genocide')",10.24%,2,0.9790637688156988,0.9668850898742676,0,0.8503770765242085,entailment,contradiction,0.9,0.01,0.94,True,0.89
5778,5778,112829,mnli-roberta,BartLargeMNLI,Somalia technically was not a genocide.,There is technically no genocide occurring in Somalia ,There is technically no genocide or war crimes committed in Somalia,"('genocide occurring', 'genocide or war crimes committed')",9.95%,2,0.9382268460217638,0.9636836051940918,0,0.7768240379748914,entailment,neutral,0.91,0.3,0.68,True,0.6100000000000001
5779,5779,112829,mnli-roberta,BartLargeMNLI,Somalia technically was not a genocide.,There is technically no genocide occurring in Somalia ,There is currently no genocide occurring in Somalia,"('technically no genocide', 'currently no genocide')",10.44%,3,0.9804285088717536,0.9679949283599854,0,0.906412081928304,entailment,neutral,0.87,0.26,0.38,True,0.61
5782,5782,112829,mnli-roberta,BartLargeMNLI,Somalia technically was not a genocide.,There is technically no genocide occurring in Somalia ,There is technically no genocide committed by the Somali government in Somalia,"('occurring', 'committed by the Somali government')",9.94%,1,0.9229536069059134,0.9653084874153136,0,0.3153709682475631,entailment,neutral,0.95,0.07,0.92,True,0.8799999999999999
5785,5785,112829,mnli-roberta,BartLargeMNLI,Somalia technically was not a genocide.,There is technically no genocide occurring in Somalia ,There is technically still a genocide in Somalia,"('no genocide occurring', 'still a genocide')",10.21%,3,0.9528114061916284,0.9503349065780641,0,0.7933750065038461,entailment,contradiction,0.95,0.01,0.98,True,0.94
5789,5789,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","yeah we've used the same tin but a different one, mine was blue plastic bottom and a green lid.","('We used', ""yeah we've used the same tin but"")",10.05%,2,0.9880614820876991,0.9552199840545654,2,0.8795043613240942,contradiction,neutral,1.0,0.06,0.94,True,0.94
5793,5793,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used a blue plastic one, mine was blue plastic bottom and a green lid.","('different', 'blue plastic')",9.99%,1,0.9892063766999352,0.9739122986793518,2,0.39486672940450745,contradiction,neutral,0.99,0.06,0.94,True,0.9299999999999999
5794,5794,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used to have a green one, mine was blue plastic bottom and a green lid.","('a different', 'to have a green')",10.04%,2,0.9936033896082606,0.962321400642395,2,0.8187500752410719,contradiction,neutral,1.0,0.29,0.71,True,0.71
5795,5795,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used a, mine was blue plastic bottom and a green lid.","('different one', 'a,')",11.73%,2,0.9936430874134604,0.9694199562072754,2,0.5425780146778735,contradiction,neutral,0.99,0.15,0.84,True,0.84
5797,5797,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used, mine was blue plastic bottom and a green lid. We've used the same... ","('a different one', ""used, We've the same... "")",9.54%,3,0.9851418959420291,0.944203794002533,2,0.8035456456165471,contradiction,neutral,1.0,0.48,0.51,True,0.52
5800,5800,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used a, mine was blue plastic bottom and a green lid. ","('different one', 'a, ')",10.53%,2,0.9936430874134604,0.9694199562072754,2,0.5425780146778735,contradiction,neutral,1.0,0.26,0.74,True,0.74
5802,5802,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.","We used, mine was blue plastic bottom and a green lid. ","('a different one', 'used, ')",10.63%,3,0.9885019515406829,0.9610618948936462,2,0.5481271461191559,contradiction,neutral,0.99,0.18,0.82,True,0.81
5803,5803,209077,mnli-roberta,BartLargeMNLI,yeah um-hum yeah we we've used the same uh you know tin bottom with plastic top,"We used a different one, mine was blue plastic bottom and a green lid.",We used a tin bottom and a green lid and mine was blue plastic bottom and a green lid.,"('different one,', 'a tin bottom and green lid')",10.19%,3,0.9772273231781048,0.9462943077087402,2,0.5833560688001374,contradiction,neutral,0.99,0.06,0.91,True,0.9299999999999999
5835,5835,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no such thing as real competition, and it can be explained.","('real', 'such thing as real')",9.94%,1,0.9926011674802762,0.96178936958313,0,0.7848112510239409,entailment,contradiction,0.89,0.04,0.5,True,0.85
5836,5836,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is one reason for the lack of competition, and it can be explained.","('no real', 'one reason for the lack of')",9.99%,2,0.9714808448090028,0.9395765066146852,0,0.70070409490873,entailment,contradiction,0.83,0.0,0.91,True,0.83
5840,5840,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real reason for it, and it can be explained.","('real competition,', 'real reason for it,')",10.11%,3,0.9877045126699684,0.9564217329025269,0,0.8360443083554101,entailment,contradiction,0.81,0.01,0.97,True,0.8
5841,5841,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real, and it can be explained. ","('competition', 'real, ')",10.16%,1,0.9917911582616402,0.9648444056510924,0,0.2702402640044222,entailment,contradiction,0.9,0.3,0.36,True,0.6000000000000001
5842,5842,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no, and it can be explained. ","('real competition', 'no, ')",9.7%,2,0.9848239659858498,0.9465193152427672,0,0.4786190777962182,entailment,contradiction,0.92,0.04,0.87,True,0.88
5843,5843,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.",There is no real reason for this and it can be explained.,"('competition,', 'reason for this')",9.94%,2,0.9792997481570472,0.9501383900642396,0,0.5156176337886514,entailment,contradiction,0.89,0.02,0.91,True,0.87
5844,5844,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is, and it can be explained","('no real competition', 'is, explained')",9.52%,3,0.9713023704555604,0.9254623651504515,0,0.5751149955093436,entailment,neutral,0.9,0.2,0.79,True,0.7
5845,5845,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no reason for this, and it can be explained.","('real competition,', 'reason for this,')",10.23%,3,0.980637773010028,0.9461460709571838,0,0.7530112014815648,entailment,contradiction,0.82,0.02,0.95,True,0.7999999999999999
5846,5846,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real reason for this, but it can be explained.","('competition, and', 'reason for this, but')",10.31%,3,0.982828063649348,0.9446152448654176,0,0.7646581079443515,entailment,contradiction,0.87,0.01,0.86,True,0.86
5847,5847,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained."," There is no real competition, and it needs to be explained. ","('can', ' needs to')",10.36%,1,0.9933350015201862,0.9777713418006896,0,0.7591619525324654,entailment,neutral,0.86,0.32,0.67,True,0.54
5849,5849,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained."," There is no real competition, and it needs to be explained. ","('can be', ' needs to be')",10.63%,2,0.9933350015201862,0.9777713418006896,0,0.8999688636125809,entailment,neutral,0.85,0.47,0.5,True,0.38
5853,5853,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real competition, and it can be. See also","('explained', 'be. See also')",9.28%,1,0.9922694507702352,0.9385221004486084,0,0.5284399058289089,entailment,neutral,0.77,0.37,0.58,True,0.4
5855,5855,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real competition, and it can be very frustrating. ","('explained.', 'very frustrating. ')",10.21%,2,0.9845156547703862,0.950278103351593,0,0.7051477483022945,entailment,neutral,0.91,0.04,0.96,True,0.87
5857,5857,247381,mnli-roberta,BartLargeMNLI,There are many reasons for this lack of real competition.,"There is no real competition, and it can be explained.","There is no real competition, and it can only get worse.","('be explained.', 'only get worse.')",10.32%,3,0.9834402328435978,0.9414636492729188,0,0.8050000813933473,entailment,neutral,0.93,0.01,0.99,True,0.92
5860,5860,53168,mnli-roberta,BartLargeMNLI,Coz believes he'll reverse this decline by taking (or at least talking about) the high road.,Coz does not like taking the high road.,Coz does think he'll reverse this decline by taking the high road.,"('not like', ""think he'll reverse this decline by"")",10.01%,2,0.95607647783816,0.9219537973403932,1,0.8015728083833309,contradiction,entailment,0.94,0.06,0.5,True,0.8799999999999999
5862,5862,53168,mnli-roberta,BartLargeMNLI,Coz believes he'll reverse this decline by taking (or at least talking about) the high road.,Coz does not like taking the high road.,Coz believes he'll reverse this decline by taking the high road. ,"('does not like', ""believes he'll reverse this decline by "")",9.87%,3,0.9392634652076784,0.9243863224983216,1,0.77766399216839,contradiction,entailment,0.88,0.01,0.97,True,0.87
5863,5863,53168,mnli-roberta,BartLargeMNLI,Coz believes he'll reverse this decline by taking (or at least talking about) the high road.,Coz does not like taking the high road.,Coz does believe he'll reverse this decline by taking the high road.,"('not like taking', ""believe he'll reverse this decline by taking"")",10.39%,3,0.953098842359627,0.9212564826011658,1,0.8583947762438914,contradiction,entailment,0.92,0.02,0.89,True,0.9
5908,5908,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. That's the only thing I found out tonight,"('found out', ""I found out the That's only thing tonight"")",9.85%,2,0.9903206582137648,0.9631329774856568,2,0.8412474249241733,contradiction,neutral,0.96,0.06,0.9,True,0.8999999999999999
5911,5911,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. That's the only thing i know.,"('long', ""long the That's only thing i know."")",9.38%,1,0.9907916036638325,0.9704683423042296,2,0.7235869649481844,contradiction,neutral,0.72,0.09,0.76,True,0.63
5912,5912,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. That's the only thing i found out tonight.,"('a long', ""found out a long the That's only thing i tonight."")",10.35%,2,0.9901295397276,0.9645493626594543,2,0.8068629055714687,contradiction,neutral,0.75,0.02,0.92,True,0.73
5913,5913,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a little while ago about Nolan Ryan's status as the first baseball player to bring home a million. I think it's pretty cool.,"('long time', ""I little while think it's pretty cool."")",9.56%,2,0.9842735299232532,0.9587210416793824,2,0.7438086550579447,contradiction,neutral,0.94,0.03,0.93,True,0.9099999999999999
5915,5915,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a little while ago about Nolan Ryan's status as the first baseball player to bring home a million. I think it's pretty cool.,"('a long time', ""I a little while think it's pretty cool."")",9.65%,3,0.9842735299232532,0.9587210416793824,2,0.8170586737539941,contradiction,neutral,0.85,0.01,0.98,True,0.84
5916,5916,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a little bit more about Nolan Ryan's status as the first baseball player to bring home a million.,"('long time ago', 'little bit more')",10.41%,3,0.9868492641801864,0.963247299194336,2,0.6197199351010262,contradiction,entailment,0.84,0.27,0.58,True,0.57
5918,5918,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a little while ago about Nolan Ryan's status as the first baseball player to bring home a million. I think it's pretty cool.,"('long time', ""I little while think it's pretty cool."")",9.56%,2,0.9842735299232532,0.9587210416793824,2,0.7438086550579447,contradiction,neutral,0.83,0.06,0.92,True,0.77
5920,5920,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a couple of hours ago about Nolan Ryan's status as the first baseball player to bring home a million. I think it's pretty cool.,"('a long time', ""I a couple of hours think it's pretty cool."")",9.49%,3,0.9867331953872934,0.9528943300247192,2,0.8420399151331885,contradiction,neutral,0.91,0.02,0.97,True,0.89
5921,5921,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a little bit about Nolan Ryan's status as the first baseball player to bring home a million. What do you think about it?,"('long time ago', 'little bit about What do you think it?')",9.84%,3,0.9746355957396264,0.9423809647560121,2,0.6913239801406468,contradiction,entailment,0.85,0.0,0.96,True,0.85
5923,5923,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. That's the only thing i found out tonight .,"('status', ""found out status the That's only thing i tonight ."")",9.71%,1,0.9901295397276,0.9624657034873962,2,0.48839544799268103,contradiction,neutral,0.89,0.01,0.97,True,0.88
5925,5925,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's achievement of being the first baseball player to bring home a million. I think it's pretty cool.,"('status as', ""I achievement of being think it's pretty cool."")",9.78%,2,0.9838933968338004,0.9625569581985474,2,0.6102797342635645,contradiction,neutral,0.75,0.47,0.5,True,0.28
5926,5926,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan earning a million dollars as the first baseball player to bring home a million. That's the only thing I found out tonight.,"(""Ryan's status"", ""I found out a Ryan earning million dollars the That's only thing tonight."")",9.22%,3,0.9854388027665,0.9480063319206238,2,0.639459186767005,contradiction,neutral,0.75,0.02,0.94,True,0.73
5927,5927,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing I found out tonight ,"(""'s status as"", ""I found out Ryan being the earn million dollars that's only thing tonight "")",9.93%,3,0.9793786849175886,0.932545006275177,2,0.6788278832387726,contradiction,neutral,0.65,0.09,0.85,True,0.56
5929,5929,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first major league baseball player to bring home a million.,"('first', 'first major league')",10.16%,1,0.9950701699866412,0.9945478439331056,2,0.7472066013809492,contradiction,neutral,0.94,0.4,0.57,True,0.5399999999999999
5934,5934,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. I think he's a great guy.,"('first baseball player', ""I a first baseball player think he's great guy."")",9.1%,3,0.9902323392402508,0.9715805053710938,2,0.8101472037347592,contradiction,neutral,0.97,0.25,0.74,True,0.72
5936,5936,13651,mnli-roberta,BartLargeMNLI,well  what do you think about Nolan Ryan being the first baseball player to earn a million dollars that's the only thing i found out tonight,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million.,I found out a long time ago about Nolan Ryan's status as the first baseball player to bring home a million. That's the only thing i found out tonight,"('first baseball', ""found out the first baseball That's only thing i tonight"")",9.96%,2,0.9903206582137648,0.9620867371559144,2,0.7550242093625142,contradiction,neutral,0.64,0.01,0.83,True,0.63
